Year,Month,Day,Hour,Week,Consumption
2022,3,30,18,13,10578.734
2022,3,30,19,13,10681.867
2022,3,30,20,13,10914.543
2022,3,30,21,13,10690.149
2022,3,30,22,13,10628.328
2022,3,30,23,13,10456.342
2022,3,30,24,13,10032.353
2022,3,31,1,13,9718.023
2022,3,31,2,13,9608.859
2022,3,31,3,13,9647.946
2022,3,31,4,13,9827.767
2022,3,31,5,13,10200.205
2022,3,31,6,13,10971.525
2022,3,31,7,13,11315.285
2022,3,31,8,13,11411.161
2022,3,31,9,13,11230.775
2022,3,31,10,13,11039.294
2022,3,31,11,13,10851.189
2022,3,31,12,13,10738.831
2022,3,31,13,13,10584.106
2022,3,31,14,13,10456.139
2022,3,31,15,13,10332.547
2022,3,31,16,13,10329.774
2022,3,31,17,13,10327.648
2022,3,31,18,13,10369.319
2022,3,31,19,13,10510.7
2022,3,31,20,13,10849.133
2022,3,31,21,13,10705.48
2022,3,31,22,13,10693.985
2022,3,31,23,13,10537.76
2022,3,31,24,13,10172.107
2022,4,1,1,13,9873.831
2022,4,1,2,13,9792.113
2022,4,1,3,13,9824.079
2022,4,1,4,13,10065.901
2022,4,1,5,13,10462.693
2022,4,1,6,13,11182.598
2022,4,1,7,13,11575.713
2022,4,1,8,13,11675.179
2022,4,1,9,13,11547.274
2022,4,1,10,13,11275.966
2022,4,1,11,13,10988.425
2022,4,1,12,13,10683.867
2022,4,1,13,13,10554.765
2022,4,1,14,13,10375.761
2022,4,1,15,13,10337.834
2022,4,1,16,13,10273.802
2022,4,1,17,13,10301.243
2022,4,1,18,13,10394.155
2022,4,1,19,13,10575.058
2022,4,1,20,13,10733.661
2022,4,1,21,13,10582.209
2022,4,1,22,13,10617.052
2022,4,1,23,13,10461.024
2022,4,1,24,13,10113.388
2022,4,2,1,13,9833.652
2022,4,2,2,13,9787.865
2022,4,2,3,13,9780.147
2022,4,2,4,13,9843.088
2022,4,2,5,13,10066.666
2022,4,2,6,13,10204.715
2022,4,2,7,13,10268.797
2022,4,2,8,13,10470.018
2022,4,2,9,13,10410.892
2022,4,2,10,13,10345.062
2022,4,2,11,13,10089.43
2022,4,2,12,13,9951.356
2022,4,2,13,13,9830.058
2022,4,2,14,13,9744.084
2022,4,2,15,13,9806.701
2022,4,2,16,13,9898.427
2022,4,2,17,13,10086.519
2022,4,2,18,13,10275.565
2022,4,2,19,13,10420.44
2022,4,2,20,13,10523.762
2022,4,2,21,13,10357.398
2022,4,2,22,13,10384.782
2022,4,2,23,13,10231.492
2022,4,2,24,13,9880.923
2022,4,3,1,13,9541.136
2022,4,3,2,13,9393.055
2022,4,3,3,13,9334.418
2022,4,3,4,13,9376.966
2022,4,3,5,13,9504.95
2022,4,3,6,13,9545.93
2022,4,3,7,13,9553.665
2022,4,3,8,13,9741.099
2022,4,3,9,13,9755.74
2022,4,3,10,13,9689.075
2022,4,3,11,13,9569.499
2022,4,3,12,13,9431.565
2022,4,3,13,13,9301.896
2022,4,3,14,13,9253.729
2022,4,3,15,13,9229.7
2022,4,3,16,13,9246.963
2022,4,3,17,13,9431.632
2022,4,3,18,13,9639.23
2022,4,3,19,13,9886.187
2022,4,3,20,13,10003.401
2022,4,3,21,13,9971.305
2022,4,3,22,13,10120.987
2022,4,3,23,13,10007.848
2022,4,3,24,13,9676.621
2022,4,4,1,14,9343.057
2022,4,4,2,14,9219.472
2022,4,4,3,14,9169.41
2022,4,4,4,14,9333.838
2022,4,4,5,14,9702.481
2022,4,4,6,14,10332.491
2022,4,4,7,14,10671.454
2022,4,4,8,14,10905.286
2022,4,4,9,14,10957.281
2022,4,4,10,14,10861.308
2022,4,4,11,14,10855.295
2022,4,4,12,14,10753.763
2022,4,4,13,14,10595.444
2022,4,4,14,14,10504.132
2022,4,4,15,14,10412.869
2022,4,4,16,14,10440.409
2022,4,4,17,14,10521.269
2022,4,4,18,14,10546.38
2022,4,4,19,14,10642.572
2022,4,4,20,14,10678.281
2022,4,4,21,14,10463.132
2022,4,4,22,14,10422.456
2022,4,4,23,14,10149.529
2022,4,4,24,14,9736.928
2022,4,5,1,14,9409.599
2022,4,5,2,14,9229.285
2022,4,5,3,14,9220.034
2022,4,5,4,14,9320.686
2022,4,5,5,14,9633.346
2022,4,5,6,14,10335.915
2022,4,5,7,14,10756.187
2022,4,5,8,14,10985.732
2022,4,5,9,14,11107.885
2022,4,5,10,14,11132.762
2022,4,5,11,14,11095.611
2022,4,5,12,14,11036.857
2022,4,5,13,14,10947.197
2022,4,5,14,14,10979.959
2022,4,5,15,14,10882.574
2022,4,5,16,14,10863.03
2022,4,5,17,14,10949.612
2022,4,5,18,14,10996.651
2022,4,5,19,14,11096.57
2022,4,5,20,14,11180.139
2022,4,5,21,14,10974.469
2022,4,5,22,14,10877.21
2022,4,5,23,14,10602.642
2022,4,5,24,14,10171.823
2022,4,6,1,14,9850.036
2022,4,6,2,14,9659.48
2022,4,6,3,14,9626.456
2022,4,6,4,14,9763.113
2022,4,6,5,14,10128.753
2022,4,6,6,14,10781.421
2022,4,6,7,14,11132.916
2022,4,6,8,14,11264.336
2022,4,6,9,14,11335.515
2022,4,6,10,14,11237.127
2022,4,6,11,14,11150.725
2022,4,6,12,14,11082.719
2022,4,6,13,14,10922.349
2022,4,6,14,14,10787.317
2022,4,6,15,14,10706.353
2022,4,6,16,14,10701.106
2022,4,6,17,14,10715.808
2022,4,6,18,14,10702.875
2022,4,6,19,14,10769.593
2022,4,6,20,14,10814.599
2022,4,6,21,14,10652.281
2022,4,6,22,14,10639.834
2022,4,6,23,14,10432.735
2022,4,6,24,14,10006.99
2022,4,7,1,14,9660.205
2022,4,7,2,14,9464.581
2022,4,7,3,14,9486.955
2022,4,7,4,14,9608.911
2022,4,7,5,14,9991.243
2022,4,7,6,14,10601.833
2022,4,7,7,14,10929.241
2022,4,7,8,14,11121.006
2022,4,7,9,14,11001.437
2022,4,7,10,14,10860.057
2022,4,7,11,14,10775.76
2022,4,7,12,14,10631.647
2022,4,7,13,14,10536.134
2022,4,7,14,14,10385.188
2022,4,7,15,14,10306.111
2022,4,7,16,14,10339.683
2022,4,7,17,14,10262.974
2022,4,7,18,14,10272.229
2022,4,7,19,14,10450.035
2022,4,7,20,14,10555.411
2022,4,7,21,14,10400.367
2022,4,7,22,14,10336.185
2022,4,7,23,14,10079.359
2022,4,7,24,14,9655.968
2022,4,8,1,14,9306.168
2022,4,8,2,14,9110.618
2022,4,8,3,14,9084.338
2022,4,8,4,14,9134.173
2022,4,8,5,14,9478.873
2022,4,8,6,14,10148.757
2022,4,8,7,14,10576.109
2022,4,8,8,14,10874.121
2022,4,8,9,14,11016.81
2022,4,8,10,14,10990.903
2022,4,8,11,14,10955.852
2022,4,8,12,14,10813.99
2022,4,8,13,14,10542.505
2022,4,8,14,14,10446.355
2022,4,8,15,14,10309.695
2022,4,8,16,14,10273.992
2022,4,8,17,14,10246.555
2022,4,8,18,14,10363.713
2022,4,8,19,14,10456.673
2022,4,8,20,14,10487.278
2022,4,8,21,14,10343.256
2022,4,8,22,14,10271.082
2022,4,8,23,14,10005.017
2022,4,8,24,14,9560.511
2022,4,9,1,14,9166.953
2022,4,9,2,14,8943.632
2022,4,9,3,14,8964.408
2022,4,9,4,14,9010.686
2022,4,9,5,14,9156.473
2022,4,9,6,14,9223.994
2022,4,9,7,14,9386.755
2022,4,9,8,14,9649.804
2022,4,9,9,14,9811.959
2022,4,9,10,14,9810.632
2022,4,9,11,14,9743.195
2022,4,9,12,14,9657.735
2022,4,9,13,14,9577.413
2022,4,9,14,14,9497.078
2022,4,9,15,14,9521.686
2022,4,9,16,14,9708.436
2022,4,9,17,14,9888.358
2022,4,9,18,14,10022.093
2022,4,9,19,14,10104.038
2022,4,9,20,14,10051.803
2022,4,9,21,14,9944.751
2022,4,9,22,14,9973.092
2022,4,9,23,14,9873.468
2022,4,9,24,14,9447.01
2022,4,10,1,14,9007.8
2022,4,10,2,14,8801.161
2022,4,10,3,14,8746.868
2022,4,10,4,14,8789.648
2022,4,10,5,14,8818.262
2022,4,10,6,14,8826.017
2022,4,10,7,14,8880.655
2022,4,10,8,14,9144.669
2022,4,10,9,14,9380.05
2022,4,10,10,14,9493.426
2022,4,10,11,14,9490.199
2022,4,10,12,14,9445.454
2022,4,10,13,14,9348.799
2022,4,10,14,14,9245.202
2022,4,10,15,14,9251.567
2022,4,10,16,14,9257.699
2022,4,10,17,14,9333.668
2022,4,10,18,14,9457.813
2022,4,10,19,14,9636.587
2022,4,10,20,14,9778.36
2022,4,10,21,14,9704.141
2022,4,10,22,14,9862.187
2022,4,10,23,14,9673.759
2022,4,10,24,14,9307.039
2022,4,11,1,15,9009.5
2022,4,11,2,15,8891.517
2022,4,11,3,15,8832.724
2022,4,11,4,15,8989.486
2022,4,11,5,15,9305.694
2022,4,11,6,15,9885.488
2022,4,11,7,15,10294.594
2022,4,11,8,15,10449.996
2022,4,11,9,15,10488.021
2022,4,11,10,15,10339.051
2022,4,11,11,15,10266.424
2022,4,11,12,15,10013.304
2022,4,11,13,15,9941.551
2022,4,11,14,15,9711.001
2022,4,11,15,15,9678.592
2022,4,11,16,15,9624.776
2022,4,11,17,15,9637.863
2022,4,11,18,15,9672.216
2022,4,11,19,15,9666.481
2022,4,11,20,15,9720.76
2022,4,11,21,15,9735.504
2022,4,11,22,15,9880.181
2022,4,11,23,15,9665.123
2022,4,11,24,15,9288.01
2022,4,12,1,15,8952.358
2022,4,12,2,15,8841.045
2022,4,12,3,15,8782.031
2022,4,12,4,15,8935.437
2022,4,12,5,15,9237.092
2022,4,12,6,15,9755.654
2022,4,12,7,15,10091.422
2022,4,12,8,15,10136.904
2022,4,12,9,15,10079.934
2022,4,12,10,15,9899.515
2022,4,12,11,15,9742.133
2022,4,12,12,15,9678.162
2022,4,12,13,15,9511.599
2022,4,12,14,15,9309.797
2022,4,12,15,15,9278.764
2022,4,12,16,15,9254.696
2022,4,12,17,15,9340.67
2022,4,12,18,15,9352.645
2022,4,12,19,15,9411.808
2022,4,12,20,15,9517.364
2022,4,12,21,15,9553.302
2022,4,12,22,15,9684.185
2022,4,12,23,15,9473.762
2022,4,12,24,15,9117.244
2022,4,13,1,15,8853.808
2022,4,13,2,15,8745.945
2022,4,13,3,15,8765.314
2022,4,13,4,15,8953.883
2022,4,13,5,15,9239.866
2022,4,13,6,15,9797.224
2022,4,13,7,15,10076.909
2022,4,13,8,15,10000.87
2022,4,13,9,15,9830.929
2022,4,13,10,15,9584.44
2022,4,13,11,15,9518.616
2022,4,13,12,15,9377.604
2022,4,13,13,15,9301.743
2022,4,13,14,15,9165.342
2022,4,13,15,15,9167.386
2022,4,13,16,15,9266.563
2022,4,13,17,15,9333.091
2022,4,13,18,15,9427.612
2022,4,13,19,15,9623.207
2022,4,13,20,15,9665.251
2022,4,13,21,15,9647.34
2022,4,13,22,15,9677.737
2022,4,13,23,15,9461.101
2022,4,13,24,15,9006.542
2022,4,14,1,15,8735.212
2022,4,14,2,15,8539.86
2022,4,14,3,15,8495.451
2022,4,14,4,15,8643.957
2022,4,14,5,15,8905.533
2022,4,14,6,15,9444.862
2022,4,14,7,15,9904.895
2022,4,14,8,15,10253.991
2022,4,14,9,15,10310.395
2022,4,14,10,15,10269.712
2022,4,14,11,15,10230.209
2022,4,14,12,15,10214.79
2022,4,14,13,15,10108.11
2022,4,14,14,15,9947.008
2022,4,14,15,15,9887.905
2022,4,14,16,15,9847.35
2022,4,14,17,15,9840.6
2022,4,14,18,15,9902.491
2022,4,14,19,15,9969.209
2022,4,14,20,15,9970.554
2022,4,14,21,15,9889.39
2022,4,14,22,15,9917.835
2022,4,14,23,15,9693.782
2022,4,14,24,15,9261.609
2022,4,15,1,15,8910.973
2022,4,15,2,15,8733.328
2022,4,15,3,15,8687.254
2022,4,15,4,15,8720.095
2022,4,15,5,15,8761.522
2022,4,15,6,15,8918.396
2022,4,15,7,15,9021.176
2022,4,15,8,15,9236.398
2022,4,15,9,15,9273.379
2022,4,15,10,15,9268.636
2022,4,15,11,15,9235.747
2022,4,15,12,15,9158.759
2022,4,15,13,15,9037.508
2022,4,15,14,15,8997.339
2022,4,15,15,15,8986.629
2022,4,15,16,15,9029.587
2022,4,15,17,15,9092.338
2022,4,15,18,15,9195.291
2022,4,15,19,15,9333.724
2022,4,15,20,15,9349.189
2022,4,15,21,15,9395.105
2022,4,15,22,15,9639.846
2022,4,15,23,15,9476.366
2022,4,15,24,15,9171.455
2022,4,16,1,15,8810.798
2022,4,16,2,15,8671.909
2022,4,16,3,15,8630.433
2022,4,16,4,15,8705.656
2022,4,16,5,15,8791.726
2022,4,16,6,15,8855.952
2022,4,16,7,15,8925.371
2022,4,16,8,15,9040.926
2022,4,16,9,15,9077.026
2022,4,16,10,15,9015.554
2022,4,16,11,15,8905.425
2022,4,16,12,15,8797.111
2022,4,16,13,15,8744.513
2022,4,16,14,15,8668.539
2022,4,16,15,15,8704.619
2022,4,16,16,15,8731.916
2022,4,16,17,15,8934.455
2022,4,16,18,15,9175.754
2022,4,16,19,15,9262.161
2022,4,16,20,15,9201.462
2022,4,16,21,15,9272.267
2022,4,16,22,15,9458.391
2022,4,16,23,15,9281.486
2022,4,16,24,15,8973.308
2022,4,17,1,15,8705.961
2022,4,17,2,15,8547.069
2022,4,17,3,15,8561.402
2022,4,17,4,15,8624.932
2022,4,17,5,15,8650.217
2022,4,17,6,15,8644.703
2022,4,17,7,15,8628.828
2022,4,17,8,15,8692.384
2022,4,17,9,15,8596.699
2022,4,17,10,15,8585.771
2022,4,17,11,15,8565.007
2022,4,17,12,15,8472.314
2022,4,17,13,15,8379.09
2022,4,17,14,15,8346.997
2022,4,17,15,15,8305.615
2022,4,17,16,15,8258.179
2022,4,17,17,15,8369.865
2022,4,17,18,15,8466.675
2022,4,17,19,15,8587.646
2022,4,17,20,15,8603.327
2022,4,17,21,15,8715.347
2022,4,17,22,15,9008.415
2022,4,17,23,15,8920.776
2022,4,17,24,15,8571.808
2022,4,18,1,16,8303.859
2022,4,18,2,16,8152.03
2022,4,18,3,16,8153.828
2022,4,18,4,16,8233.532
2022,4,18,5,16,8302.136
2022,4,18,6,16,8383.626
2022,4,18,7,16,8441.766
2022,4,18,8,16,8593.833
2022,4,18,9,16,8628.825
2022,4,18,10,16,8593.401
2022,4,18,11,16,8565.489
2022,4,18,12,16,8466.548
2022,4,18,13,16,8405.097
2022,4,18,14,16,8254.959
2022,4,18,15,16,8257.586
2022,4,18,16,16,8326.715
2022,4,18,17,16,8461.843
2022,4,18,18,16,8566.378
2022,4,18,19,16,8721.746
2022,4,18,20,16,8701.292
2022,4,18,21,16,8690.615
2022,4,18,22,16,8960.295
2022,4,18,23,16,8878.029
2022,4,18,24,16,8549.064
2022,4,19,1,16,8312.387
2022,4,19,2,16,8220.203
2022,4,19,3,16,8205.499
2022,4,19,4,16,8358.51
2022,4,19,5,16,8569.862
2022,4,19,6,16,9197.63
2022,4,19,7,16,9647.387
2022,4,19,8,16,9686.098
2022,4,19,9,16,9587.026
2022,4,19,10,16,9448.006
2022,4,19,11,16,9337.793
2022,4,19,12,16,9231.687
2022,4,19,13,16,9092.299
2022,4,19,14,16,8946.609
2022,4,19,15,16,8933.376
2022,4,19,16,16,8851.971
2022,4,19,17,16,8872.614
2022,4,19,18,16,8866.254
2022,4,19,19,16,8970.428
2022,4,19,20,16,8941.811
2022,4,19,21,16,8889.391
2022,4,19,22,16,9067.071
2022,4,19,23,16,8844.134
2022,4,19,24,16,8456.511
2022,4,20,1,16,8137.836
2022,4,20,2,16,8070.483
2022,4,20,3,16,8051.648
2022,4,20,4,16,8236.554
2022,4,20,5,16,8420.595
2022,4,20,6,16,9035.894
2022,4,20,7,16,9463.445
2022,4,20,8,16,9532.973
2022,4,20,9,16,9415.065
2022,4,20,10,16,9252.95
2022,4,20,11,16,9216.334
2022,4,20,12,16,9100.598
2022,4,20,13,16,8935.602
2022,4,20,14,16,8822.656
2022,4,20,15,16,8700.089
2022,4,20,16,16,8720.298
2022,4,20,17,16,8779.08
2022,4,20,18,16,8789.907
2022,4,20,19,16,8923.437
2022,4,20,20,16,8898.987
2022,4,20,21,16,8770.48
2022,4,20,22,16,8886.136
2022,4,20,23,16,8590.54
2022,4,20,24,16,8239.184
2022,4,21,1,16,7977.405
2022,4,21,2,16,7842.925
2022,4,21,3,16,7874.649
2022,4,21,4,16,8032.408
2022,4,21,5,16,8177.324
2022,4,21,6,16,8803.113
2022,4,21,7,16,9223.369
2022,4,21,8,16,9322.538
2022,4,21,9,16,9258.899
2022,4,21,10,16,9169.155
2022,4,21,11,16,9141.371
2022,4,21,12,16,9105.74
2022,4,21,13,16,8922.998
2022,4,21,14,16,8754.544
2022,4,21,15,16,8792.48
2022,4,21,16,16,8767.58
2022,4,21,17,16,8734.124
2022,4,21,18,16,8711.538
2022,4,21,19,16,8810.477
2022,4,21,20,16,8824.758
2022,4,21,21,16,8746.919
2022,4,21,22,16,8954.282
2022,4,21,23,16,8736.676
2022,4,21,24,16,8320.551
2022,4,22,1,16,8002.299
2022,4,22,2,16,7991.133
2022,4,22,3,16,7999.211
2022,4,22,4,16,8190.456
2022,4,22,5,16,8382.291
2022,4,22,6,16,8998.21
2022,4,22,7,16,9438.018
2022,4,22,8,16,9509.099
2022,4,22,9,16,9441.23
2022,4,22,10,16,9303.148
2022,4,22,11,16,9279.31
2022,4,22,12,16,9174.364
2022,4,22,13,16,9047.177
2022,4,22,14,16,8926.734
2022,4,22,15,16,8887.076
2022,4,22,16,16,8871.072
2022,4,22,17,16,8889.717
2022,4,22,18,16,8880.638
2022,4,22,19,16,8959.845
2022,4,22,20,16,8867.577
2022,4,22,21,16,8792.914
2022,4,22,22,16,8914.586
2022,4,22,23,16,8692.389
2022,4,22,24,16,8238.532
2022,4,23,1,16,7956.103
2022,4,23,2,16,7788.898
2022,4,23,3,16,7735.165
2022,4,23,4,16,7804.335
2022,4,23,5,16,7816.559
2022,4,23,6,16,7933.295
2022,4,23,7,16,8106.893
2022,4,23,8,16,8368.002
2022,4,23,9,16,8494.429
2022,4,23,10,16,8577.411
2022,4,23,11,16,8593.15
2022,4,23,12,16,8579.614
2022,4,23,13,16,8545.267
2022,4,23,14,16,8545.186
2022,4,23,15,16,8515.033
2022,4,23,16,16,8632.179
2022,4,23,17,16,8803.503
2022,4,23,18,16,8964.662
2022,4,23,19,16,8997.197
2022,4,23,20,16,8889.623
2022,4,23,21,16,8797.254
2022,4,23,22,16,8997.178
2022,4,23,23,16,8810.375
2022,4,23,24,16,8406.315
2022,4,24,1,16,8098.479
2022,4,24,2,16,7927.173
2022,4,24,3,16,7851.717
2022,4,24,4,16,7952.995
2022,4,24,5,16,7857.831
2022,4,24,6,16,7989.433
2022,4,24,7,16,8080.893
2022,4,24,8,16,8228.192
2022,4,24,9,16,8347.543
2022,4,24,10,16,8314.563
2022,4,24,11,16,8422.811
2022,4,24,12,16,8341.569
2022,4,24,13,16,8197.502
2022,4,24,14,16,8138.502
2022,4,24,15,16,8091.834
2022,4,24,16,16,8130.254
2022,4,24,17,16,8113.567
2022,4,24,18,16,8250.177
2022,4,24,19,16,8408.649
2022,4,24,20,16,8493.11
2022,4,24,21,16,8393.582
2022,4,24,22,16,8780.224
2022,4,24,23,16,8666.45
2022,4,24,24,16,8381.426
2022,4,25,1,17,8159.539
2022,4,25,2,17,8077.028
2022,4,25,3,17,8024.147
2022,4,25,4,17,8186.044
2022,4,25,5,17,8370.404
2022,4,25,6,17,9001.793
2022,4,25,7,17,9462.453
2022,4,25,8,17,9606.675
2022,4,25,9,17,9560.714
2022,4,25,10,17,9420.785
2022,4,25,11,17,9352.008
2022,4,25,12,17,9298.135
2022,4,25,13,17,9163.802
2022,4,25,14,17,9046.164
2022,4,25,15,17,8935.319
2022,4,25,16,17,8860.407
2022,4,25,17,17,8896.537
2022,4,25,18,17,8890.722
2022,4,25,19,17,8993.477
2022,4,25,20,17,8957.885
2022,4,25,21,17,8895.327
2022,4,25,22,17,9158.182
2022,4,25,23,17,9004.883
2022,4,25,24,17,8565.929
2022,4,26,1,17,8184.038
2022,4,26,2,17,8040.901
2022,4,26,3,17,8037.915
2022,4,26,4,17,8148.518
2022,4,26,5,17,8292.883
2022,4,26,6,17,9032.039
2022,4,26,7,17,9490.52
2022,4,26,8,17,9554.634
2022,4,26,9,17,9536.498
2022,4,26,10,17,9473.323
2022,4,26,11,17,9534.224
2022,4,26,12,17,9456.814
2022,4,26,13,17,9331.778
2022,4,26,14,17,9234.102
2022,4,26,15,17,9179.196
2022,4,26,16,17,9187.898
2022,4,26,17,17,9243.026
2022,4,26,18,17,9248.276
2022,4,26,19,17,9389.283
2022,4,26,20,17,9379.972
2022,4,26,21,17,9233.364
2022,4,26,22,17,9472.557
2022,4,26,23,17,9284.867
2022,4,26,24,17,8969.468
2022,4,27,1,17,8713.883
2022,4,27,2,17,8617.303
2022,4,27,3,17,8588.391
2022,4,27,4,17,8687.303
2022,4,27,5,17,8889.009
2022,4,27,6,17,9520.257
2022,4,27,7,17,9853.973
2022,4,27,8,17,9820.543
2022,4,27,9,17,9780.008
2022,4,27,10,17,9708.998
2022,4,27,11,17,9749.998
2022,4,27,12,17,9828.486
2022,4,27,13,17,9736.057
2022,4,27,14,17,9708.402
2022,4,27,15,17,9624.124
2022,4,27,16,17,9610.102
2022,4,27,17,17,9651.707
2022,4,27,18,17,9760.539
2022,4,27,19,17,9915.582
2022,4,27,20,17,9843.72
2022,4,27,21,17,9743.047
2022,4,27,22,17,9990.397
2022,4,27,23,17,9828.51
2022,4,27,24,17,9473.338
2022,4,28,1,17,9328.678
2022,4,28,2,17,9201.516
2022,4,28,3,17,9121.87
2022,4,28,4,17,9256.399
2022,4,28,5,17,9374.981
2022,4,28,6,17,9962.789
2022,4,28,7,17,10252.752
2022,4,28,8,17,10321.352
2022,4,28,9,17,10293.216
2022,4,28,10,17,10115.542
2022,4,28,11,17,10070.975
2022,4,28,12,17,10045.563
2022,4,28,13,17,10034.759
2022,4,28,14,17,10017.318
2022,4,28,15,17,9994.478
2022,4,28,16,17,9959.23
2022,4,28,17,17,9964.601
2022,4,28,18,17,9975.701
2022,4,28,19,17,10090.057
2022,4,28,20,17,10051.631
2022,4,28,21,17,9868.995
2022,4,28,22,17,10059.74
2022,4,28,23,17,9954.077
2022,4,28,24,17,9652.159
2022,4,29,1,17,9429.798
2022,4,29,2,17,9243.881
2022,4,29,3,17,9186.147
2022,4,29,4,17,9325.61
2022,4,29,5,17,9453.201
2022,4,29,6,17,10036.801
2022,4,29,7,17,10368.107
2022,4,29,8,17,10423.509
2022,4,29,9,17,10234.317
2022,4,29,10,17,10090.025
2022,4,29,11,17,10038.716
2022,4,29,12,17,10010.659
2022,4,29,13,17,9888.837
2022,4,29,14,17,9758.355
2022,4,29,15,17,9736.497
2022,4,29,16,17,9692.326
2022,4,29,17,17,9706.395
2022,4,29,18,17,9774.295
2022,4,29,19,17,9849.78
2022,4,29,20,17,9761.337
2022,4,29,21,17,9593.464
2022,4,29,22,17,10005.236
2022,4,29,23,17,9923.966
2022,4,29,24,17,9581.33
2022,4,30,1,17,9256.578
2022,4,30,2,17,9086.095
2022,4,30,3,17,9028.616
2022,4,30,4,17,9073.368
2022,4,30,5,17,8998.314
2022,4,30,6,17,9152.957
2022,4,30,7,17,9190.202
2022,4,30,8,17,9234.283
2022,4,30,9,17,9246.193
2022,4,30,10,17,9272.458
2022,4,30,11,17,9232.65
2022,4,30,12,17,9236.012
2022,4,30,13,17,9183.971
2022,4,30,14,17,9169.6
2022,4,30,15,17,9181.721
2022,4,30,16,17,9234.634
2022,4,30,17,17,9293.196
2022,4,30,18,17,9404.297
2022,4,30,19,17,9404.004
2022,4,30,20,17,9212.954
2022,4,30,21,17,9056.343
2022,4,30,22,17,9370.826
2022,4,30,23,17,9301.131
2022,4,30,24,17,8946.167
2022,5,1,1,17,8587.793
2022,5,1,2,17,8467.424
2022,5,1,3,17,8379.748
2022,5,1,4,17,8430.451
2022,5,1,5,17,8325.672
2022,5,1,6,17,8377.68
2022,5,1,7,17,8502.085
2022,5,1,8,17,8637.09
2022,5,1,9,17,8702.58
2022,5,1,10,17,8774.527
2022,5,1,11,17,8785.303
2022,5,1,12,17,8764.106
2022,5,1,13,17,8728.636
2022,5,1,14,17,8672.389
2022,5,1,15,17,8701.839
2022,5,1,16,17,8699.825
2022,5,1,17,17,8768.565
2022,5,1,18,17,8847.962
2022,5,1,19,17,9043.812
2022,5,1,20,17,9043.694
2022,5,1,21,17,8974.893
2022,5,1,22,17,9428.429
2022,5,1,23,17,9306.609
2022,5,1,24,17,9032.469
2022,5,2,1,18,8831.02
2022,5,2,2,18,8729.799
2022,5,2,3,18,8719.724
2022,5,2,4,18,8786.603
2022,5,2,5,18,8906.712
2022,5,2,6,18,9470.102
2022,5,2,7,18,9864.66
2022,5,2,8,18,10082.96
2022,5,2,9,18,10080.606
2022,5,2,10,18,9980.409
2022,5,2,11,18,9886.294
2022,5,2,12,18,9868.96
2022,5,2,13,18,9794.583
2022,5,2,14,18,9746.98
2022,5,2,15,18,9614.045
2022,5,2,16,18,9510.484
2022,5,2,17,18,9559.696
2022,5,2,18,18,9581.079
2022,5,2,19,18,9614.895
2022,5,2,20,18,9500.792
2022,5,2,21,18,9269.894
2022,5,2,22,18,9580.533
2022,5,2,23,18,9423.412
2022,5,2,24,18,9012.839
2022,5,3,1,18,8699.601
2022,5,3,2,18,8632.713
2022,5,3,3,18,8573.394
2022,5,3,4,18,8590.941
2022,5,3,5,18,8736.578
2022,5,3,6,18,9418.333
2022,5,3,7,18,9820.231
2022,5,3,8,18,10051.022
2022,5,3,9,18,10151.049
2022,5,3,10,18,10159.09
2022,5,3,11,18,10138.527
2022,5,3,12,18,10108.554
2022,5,3,13,18,10025.106
2022,5,3,14,18,9892.886
2022,5,3,15,18,9830.473
2022,5,3,16,18,9770.475
2022,5,3,17,18,9738.977
2022,5,3,18,18,9763.507
2022,5,3,19,18,9829.387
2022,5,3,20,18,9766.709
2022,5,3,21,18,9495.313
2022,5,3,22,18,9662.816
2022,5,3,23,18,9579.71
2022,5,3,24,18,9206.661
2022,5,4,1,18,8925.351
2022,5,4,2,18,8834.168
2022,5,4,3,18,8798.767
2022,5,4,4,18,8945.699
2022,5,4,5,18,9021.088
2022,5,4,6,18,9630.476
2022,5,4,7,18,9896.359
2022,5,4,8,18,9929.198
2022,5,4,9,18,9857.525
2022,5,4,10,18,9751.843
2022,5,4,11,18,9766.37
2022,5,4,12,18,9721.168
2022,5,4,13,18,9639.281
2022,5,4,14,18,9545.748
2022,5,4,15,18,9489.219
2022,5,4,16,18,9425.03
2022,5,4,17,18,9437.765
2022,5,4,18,18,9486.388
2022,5,4,19,18,9591.703
2022,5,4,20,18,9548.119
2022,5,4,21,18,9324.102
2022,5,4,22,18,9665.201
2022,5,4,23,18,9435.425
2022,5,4,24,18,9030.845
2022,5,5,1,18,8807.19
2022,5,5,2,18,8657.726
2022,5,5,3,18,8621.047
2022,5,5,4,18,8704.222
2022,5,5,5,18,8709.298
2022,5,5,6,18,9284.493
2022,5,5,7,18,9675.629
2022,5,5,8,18,9859.85
2022,5,5,9,18,9884.551
2022,5,5,10,18,9762.333
2022,5,5,11,18,9729.128
2022,5,5,12,18,9689.464
2022,5,5,13,18,9594.64
2022,5,5,14,18,9525.673
2022,5,5,15,18,9413.986
2022,5,5,16,18,9402.5
2022,5,5,17,18,9381.526
2022,5,5,18,18,9384.708
2022,5,5,19,18,9494.01
2022,5,5,20,18,9460.952
2022,5,5,21,18,9197.709
2022,5,5,22,18,9508.01
2022,5,5,23,18,9376.185
2022,5,5,24,18,8920.364
2022,5,6,1,18,8598.774
2022,5,6,2,18,8418.228
